"time","y_sum","y_product","y_triggeredAdd","y_multiSwitch"
0.001,1,0,0,4
2.00E-03,1,0,0,4
0.003,1,0,0,4
0.004,1,0,0,4
0.005,1,0,0,4
0.006,1,0,0,4
0.007,1,0,0,4
0.008,1,0,0,4
0.009,1,0,0,4
0.01,1,0,0,4
0.011,1,0,0,4
0.012,1,0,0,4
0.013,1,0,0,4
0.014,1,0,0,4
0.015,1,0,0,4
0.016,1,0,0,4
0.017,1,0,0,4
0.018,1,0,0,4
0.019,1,0,0,4
0.02,1,0,0,4
0.021,1,0,0,4
0.022,1,0,0,4
0.023,1,0,0,4
0.024,1,0,0,4
0.025,1,0,0,4
0.026,1,0,0,4
0.027,1,0,0,4
0.028,1,0,0,4
0.029,1,0,0,4
0.03,1,0,0,4
0.031,1,0,0,4
0.032,1,0,0,4
0.033,1,0,0,4
0.034,1,0,0,4
0.035,1,0,0,4
0.036,1,0,0,4
0.037,1,0,0,4
0.038,1,0,0,4
0.039,1,0,0,4
0.04,1,0,0,4
0.041,1,0,0,4
0.042,1,0,0,4
0.043,1,0,0,4
0.044,1,0,0,4
0.045,1,0,0,4
0.046,1,0,0,4
0.047,1,0,0,4
0.048,1,0,0,4
0.049,1,0,0,4
0.05,1,0,0,4
0.051,1,0,0,4
0.052,1,0,0,4
0.053,1,0,0,4
0.054,1,0,0,4
0.055,1,0,0,4
0.056,1,0,0,4
0.057,1,0,0,4
0.058,1,0,0,4
0.059,1,0,0,4
0.06,1,0,0,4
0.061,1,0,0,4
0.062,1,0,0,4
0.063,1,0,0,4
0.064,1,0,0,4
0.065,1,0,0,4
0.066,1,0,0,4
0.067,1,0,0,4
0.068,1,0,0,4
0.069,1,0,0,4
0.07,1,0,0,4
0.071,1,0,0,4
0.072,1,0,0,4
0.073,1,0,0,4
0.074,1,0,0,4
0.075,1,0,0,4
0.076,1,0,0,4
0.077,1,0,0,4
0.078,1,0,0,4
0.079,1,0,0,4
0.08,1,0,0,4
0.081,1,0,0,4
0.082,1,0,0,4
0.083,1,0,0,4
0.084,1,0,0,4
0.085,1,0,0,4
0.086,1,0,0,4
0.087,1,0,0,4
0.088,1,0,0,4
0.089,1,0,0,4
0.09,1,0,0,4
0.091,1,0,0,4
0.092,1,0,0,4
0.093,1,0,0,4
0.094,1,0,0,4
0.095,1,0,0,4
0.096,1,0,0,4
0.097,1,0,0,4
0.098,1,0,0,4
0.099,1,0,0,4
0.1,1,0,0,4
0.101,1,0,0,4
0.102,1,0,0,4
0.103,1,0,0,4
0.104,1,0,0,4
0.105,1,0,0,4
0.106,1,0,0,4
0.107,1,0,0,4
0.108,1,0,0,4
0.109,1,0,0,4
0.11,1,0,0,4
0.111,1,0,0,4
0.112,1,0,0,4
0.113,1,0,0,4
0.114,1,0,0,4
0.115,1,0,0,4
0.116,1,0,0,4
0.117,1,0,0,4
0.118,1,0,0,4
0.119,1,0,0,4
0.12,1,0,0,4
0.121,1,0,0,4
0.122,1,0,0,4
0.123,1,0,0,4
0.124,1,0,0,4
0.125,1,0,0,4
0.126,1,0,0,4
0.127,1,0,0,4
0.128,1,0,0,4
0.129,1,0,0,4
0.13,1,0,0,4
0.131,1,0,0,4
0.132,1,0,0,4
0.133,1,0,0,4
0.134,1,0,0,4
0.135,1,0,0,4
0.136,1,0,0,4
0.137,1,0,0,4
0.138,1,0,0,4
0.139,1,0,0,4
0.14,1,0,0,4
0.141,1,0,0,4
0.142,1,0,0,4
0.143,1,0,0,4
0.144,1,0,0,4
0.145,1,0,0,4
0.146,1,0,0,4
0.147,1,0,0,4
0.148,1,0,0,4
0.149,1,0,0,4
0.15,1,0,0,4
0.151,1,0,0,4
0.152,1,0,0,4
0.153,1,0,0,4
0.154,1,0,0,4
0.155,1,0,0,4
0.156,1,0,0,4
0.157,1,0,0,4
0.158,1,0,0,4
0.159,1,0,0,4
0.16,1,0,0,4
0.161,1,0,0,4
0.162,1,0,0,4
